molecule_abbrev,molecule_name,algorithm,calculated_energy,reference_energy,error,relative_error,n_iterations,n_qubits,n_parameters,runtime_seconds,converged,backend_type,noise_model,noise_strength,hf_energy
gly,glycine,vanilla_vqe,-275.6845340780676,-279.11151,3.42697592193241,0.012278160517036398,636,5,30,9.782894849777222,True,statevector,,0.0,101.7554398992348
